longdist;internat;local;int_disc;billtype;pay;age;gender;marital;children;income;churn
0;0;0,84;Да;Бесплатный;CH;22;Мужской;Одинокий;1;15434,3;Уходит
20,62;0,1;69,55;Нет;Бюджетный;CC;31;Мужской;Одинокий;1;28464;Остается
16,38;0;9,73;Нет;Бюджетный;CC;63;Женский;Одинокий;0;3902,04;Остается
9,36;0;15,76;Нет;Бюджетный;CH;19;Мужской;Женат;2;22567,9;Остается
8,38;0;16,44;Нет;Бюджетный;CC;58;Мужской;Женат;2;61334,8;Остается
0;0;2,78;Нет;Бесплатный;CC;50;Мужской;Женат;0;33043,1;Уходит
27,26;0;69,37;Нет;Бесплатный;Auto;57;Женский;Женат;1;36016,9;Уходит
25,5;0;5,35;Да;Бюджетный;CC;34;Женский;Одинокий;1;33671;Остается
7,75;0;6,21;Нет;Бюджетный;CC;69;Мужской;Женат;0;95405,7;Остается
13,87;0;5,05;Нет;Бюджетный;CH;39;Мужской;Одинокий;1;50126,8;Остается
23,62;0;84,73;Нет;Бесплатный;CC;29;Мужской;Женат;2;21288,3;Уходит
5,14;0;44,81;Да;Бюджетный;CC;20;Женский;Женат;2;3628,78;Остается
15,29;0;52,28;Нет;Бюджетный;CC;44;Мужской;Женат;1;91008,7;Остается
12,06;0;27,39;Да;Бесплатный;Auto;41;Женский;Женат;1;3920,43;Остается
16,65;0;130,56;Да;Бюджетный;CC;56;Мужской;Одинокий;1;98533,3;Остается
16,44;0;77,76;Да;Бюджетный;CC;74;Женский;Женат;2;87844,8;Уходит
7,67;0;83,08;Нет;Бесплатный;Auto;47;Мужской;Женат;2;90070,5;Остается
3,97;0;169,07;Нет;Бюджетный;CC;40;Женский;Женат;2;91051;Уходит
8,37;0;20,71;Да;Бесплатный;CC;62;Мужской;Женат;2;64283,2;Остается
6,57;7;82,37;Да;Бюджетный;Auto;64;Женский;Одинокий;1;53357,2;Уходит
9,58;0;241,72;Да;Бесплатный;CC;88;Женский;Одинокий;1;46056,8;Остается
15,19;0;24,55;Да;Бюджетный;CC;30;Мужской;Женат;0;15819,6;Остается
24,15;0;13;Нет;Бюджетный;CC;27;Мужской;Одинокий;1;16712,9;Уходит
8,39;0;26,48;Нет;Бесплатный;Auto;91;Женский;Женат;0;82001,8;Остается
15,31;0;8,55;Нет;Бюджетный;CC;49;Мужской;Одинокий;1;63230,3;Остается
1,83;0;34,3;Нет;Бюджетный;CC;46;Мужской;Женат;0;82196,6;Остается
26,73;0;57,17;Нет;Бесплатный;CC;76;Мужской;Одинокий;1;57091,6;Остается
16,77;0;16,36;Да;Бюджетный;Auto;84;Мужской;Одинокий;0;34148,6;Остается
25,42;0;56,09;Да;Бюджетный;CH;34;Женский;Одинокий;0;91147,5;Остается
0;0;2,14;Нет;Бесплатный;Auto;58;Мужской;Одинокий;2;17371;Остается
26,67;0;71,98;Нет;Бюджетный;CC;73;Женский;Женат;0;76660,7;Остается
8,79;0;23,94;Нет;Бюджетный;Auto;62;Мужской;Одинокий;2;10219;Остается
13,3;7,38;38,69;Нет;Бюджетный;CC;65;Женский;Женат;1;23947,8;Уходит
29,06;0;46,27;Нет;Бюджетный;Auto;23;Женский;Одинокий;1;55844,7;Остается
9,44;0;80,65;Нет;Бюджетный;CH;82;Женский;Одинокий;1;79009,7;Остается
24,89;0;28,82;Нет;Бюджетный;CC;22;Мужской;Одинокий;1;27778,2;Уходит
5,17;0;11,14;Нет;Бесплатный;Auto;85;Женский;Женат;2;69730,9;Уходит
16,14;0;56,41;Да;Бесплатный;Auto;90;Мужской;Женат;0;60550,5;Остается
7,26;6,12;184,53;Нет;Бесплатный;CH;82;Мужской;Одинокий;0;48841,4;Уходит
29,42;0;332,46;Нет;Бюджетный;CC;62;Мужской;Женат;2;17888,7;Остается
26,73;0;57,17;Нет;Бесплатный;CC;76;Мужской;Одинокий;1;57091,6;Остается
12,89;0;53,82;Да;Бесплатный;Auto;66;Женский;Женат;2;67239,4;Уходит
1,58;0;19,98;Нет;Бесплатный;CC;52;Мужской;Одинокий;0;84112,6;Остается
14,88;8,36;15,8;Нет;Бюджетный;CC;44;Женский;Женат;0;31561,5;Уходит
0;0;3,4;Нет;Бесплатный;Auto;49;Женский;Одинокий;0;23660,3;Уходит
24,03;0;129,43;Да;Бесплатный;CC;90;Мужской;Одинокий;0;8513,14;Остается
0;0;3,61;Нет;Бюджетный;CC;33;Мужской;Женат;2;42763,7;Остается
10,27;1,67;29,64;Нет;Бесплатный;CC;20;Мужской;Женат;0;69444,5;Уходит
17,46;0;12,45;Нет;Бесплатный;CH;82;Мужской;Одинокий;0;37498,2;Остается
4,27;0;57,62;Нет;Бюджетный;CH;54;Женский;Женат;0;37389,2;Уходит
1,64;0;5,92;Нет;Бюджетный;CH;40;Мужской;Одинокий;1;66296,1;Остается
12,46;0;65,4;Да;Бюджетный;CC;33;Мужской;Женат;1;78877,5;Остается
3,71;0;10,22;Нет;Бесплатный;Auto;88;Женский;Одинокий;2;10764,6;Уходит
22,08;0;13,82;Нет;Бесплатный;CC;57;Мужской;Одинокий;1;41153,9;Остается
6,76;0;25,01;Нет;Бесплатный;CH;88;Мужской;Одинокий;1;49176,2;Остается
0;0;1,86;Нет;Бюджетный;CH;63;Мужской;Одинокий;0;37120;Уходит
29,2;0,02;29,39;Нет;Бюджетный;CC;40;Мужской;Женат;2;24329,4;Остается
4,47;0;32,91;Да;Бюджетный;Auto;83;Мужской;Женат;1;71000,5;Остается
11,87;0;20,85;Нет;Бесплатный;CH;25;Мужской;Женат;0;94451,7;Остается
4,05;1,16;93,47;Да;Бесплатный;CC;65;Женский;Одинокий;0;35219,6;Уходит
22,09;0;15,17;Да;Бесплатный;CH;56;Мужской;Женат;1;24626;Остается
13,67;0;38,27;Да;Бесплатный;CH;78;Мужской;Одинокий;0;54670,4;Остается
29,36;0;13,79;Да;Бесплатный;CH;40;Мужской;Одинокий;2;33373,9;Остается
3,24;0;42,3;Да;Бюджетный;CC;71;Женский;Женат;0;67812,8;Уходит
28,33;0;10,85;Нет;Бюджетный;Auto;48;Женский;Женат;2;95429,7;Уходит
1,58;0;19,98;Нет;Бесплатный;CC;52;Мужской;Одинокий;0;84112,6;Остается
29,04;0;8,28;Нет;Бюджетный;CC;56;Мужской;Женат;1;7330,68;Остается
10,8;0;42,79;Нет;Бюджетный;CC;87;Мужской;Одинокий;1;22718,6;Остается
19,73;0;71,32;Да;Бесплатный;CC;81;Женский;Женат;1;70052;Уходит
11,57;0;70,89;Нет;Бесплатный;CC;53;Мужской;Одинокий;1;76394;Остается
15,92;0;6,32;Да;Бюджетный;Auto;44;Мужской;Женат;2;57430,5;Остается
12,95;0;17,63;Нет;Бесплатный;Auto;93;Мужской;Женат;0;60325,9;Остается
8,03;0;46,13;Нет;Бюджетный;CC;97;Женский;Женат;0;2902,34;Уходит
4,27;0;57,62;Нет;Бюджетный;CH;54;Женский;Женат;0;37389,2;Уходит
18,97;0;40,78;Нет;Бесплатный;Auto;33;Мужской;Женат;2;80385,4;Остается
22,44;0;41,71;Да;Бюджетный;CC;30;Мужской;Одинокий;2;23464;Остается
25,11;8,39;38,65;Да;Бесплатный;Auto;82;Женский;Одинокий;0;65670;Остается
5,49;0;65,43;Нет;Бюджетный;Auto;19;Женский;Женат;1;99261,8;Остается
16,53;0;16,49;Нет;Бесплатный;CC;56;Мужской;Одинокий;0;4841,33;Остается
10,89;0;26,75;Нет;Бесплатный;CH;58;Мужской;Женат;0;88811;Остается
9,06;0;34,62;Нет;Бюджетный;CC;69;Женский;Женат;2;22925,1;Уходит
17,79;0;9,55;Нет;Бесплатный;CC;96;Мужской;Одинокий;2;29835,9;Остается
0;0;2,36;Нет;Бюджетный;CC;81;Мужской;Женат;0;23289,7;Уходит
16,22;0;53,96;Нет;Бесплатный;CC;43;Мужской;Женат;1;35827,5;Остается
10,85;0;161,39;Да;Бюджетный;CC;41;Женский;Женат;0;57307,1;Уходит
27,09;0;39,74;Нет;Бюджетный;CC;35;Женский;Женат;0;77680;Остается
3,35;9,61;136,89;Нет;Бюджетный;CH;68;Мужской;Одинокий;1;57322,1;Уходит
17,44;0;28,42;Нет;Бесплатный;CC;55;Женский;Женат;0;67720,2;Уходит
28,92;0;28,71;Нет;Бюджетный;Auto;76;Мужской;Женат;2;24855,7;Остается
13,56;0;35,84;Нет;Бесплатный;Auto;77;Мужской;Женат;2;68704,3;Остается
10,88;0;47,66;Да;Бюджетный;CC;94;Женский;Одинокий;2;49724,1;Уходит
2,06;0;16,6;Нет;Бесплатный;CH;28;Мужской;Одинокий;2;39700,3;Уходит
29,89;0,85;38,43;Да;Бюджетный;CC;85;Мужской;Одинокий;1;91100,6;Остается
0;0;2,61;Нет;Бесплатный;CC;40;Женский;Одинокий;1;1302,4;Уходит
13,45;0;21,09;Нет;Бесплатный;Auto;77;Мужской;Одинокий;0;73850;Остается
21,08;9,42;6,38;Да;Бюджетный;CH;55;Мужской;Одинокий;2;50050,5;Уходит
4,45;7,27;296,63;Да;Бесплатный;CH;46;Женский;Женат;0;34437,2;Уходит
23,66;7,94;61;Нет;Бюджетный;Auto;49;Мужской;Женат;1;20478,6;Уходит
0,58;0;203,52;Нет;Бесплатный;CC;67;Женский;Женат;2;88177,1;Уходит
21,11;0;25,9;Нет;Бесплатный;CH;56;Мужской;Женат;0;55501,6;Остается
10,69;0;183,14;Да;Бюджетный;CC;30;Мужской;Женат;2;25298,6;Остается
11,7;0;13,94;Да;Бюджетный;CH;54;Мужской;Одинокий;0;84754,4;Остается
29,42;0;54,63;Нет;Бюджетный;CC;81;Мужской;Одинокий;1;97205,2;Остается
2,4;0;57,13;Нет;Бесплатный;Auto;39;Мужской;Женат;0;110,28;Остается
9,39;0;21,32;Да;Бесплатный;CC;33;Женский;Женат;1;33967,7;Остается
6,23;0;16,03;Да;Бюджетный;CC;58;Мужской;Женат;1;99619,9;Остается
27,97;0;58,09;Нет;Бюджетный;Auto;62;Женский;Одинокий;2;28787,4;Остается
28,82;0;97,05;Нет;Бесплатный;CC;25;Мужской;Одинокий;1;24141,5;Остается
16,22;0;16,77;Да;Бесплатный;CC;46;Женский;Одинокий;2;41146,2;Уходит
0;0;4,03;Нет;Бюджетный;CC;57;Мужской;Одинокий;0;96412,1;Уходит
21,4;0;14,45;Нет;Бюджетный;CH;32;Мужской;Женат;0;38038,7;Остается
8,33;7,09;17,41;Нет;Бюджетный;CC;56;Мужской;Одинокий;1;92798,9;Остается
16,5;0;5,67;Нет;Бюджетный;CH;37;Женский;Одинокий;0;71570,3;Остается
25,42;0;97,38;Да;Бесплатный;CC;33;Женский;Женат;1;82190,5;Остается
0;0;2,78;Нет;Бесплатный;CC;50;Мужской;Женат;0;33043,1;Уходит
12,03;0;5,83;Да;Бюджетный;CC;56;Мужской;Женат;2;77246,3;Остается
28,82;0;97,05;Нет;Бесплатный;CC;25;Мужской;Одинокий;1;24141,5;Остается
0;0;4,45;Нет;Бюджетный;Auto;90;Женский;Женат;2;63000,1;Уходит
16,78;3,52;12,94;Нет;Бесплатный;CC;54;Женский;Женат;1;27376;Уходит
16,81;0;80,19;Да;Бесплатный;Auto;71;Женский;Женат;0;45444;Остается
0;0;0,93;Нет;Бесплатный;CC;41;Мужской;Женат;0;2645,1;Уходит
18,76;0;15,29;Да;Бесплатный;CC;73;Женский;Женат;2;87182,7;Уходит
23,22;0;143,81;Да;Бесплатный;CH;22;Женский;Одинокий;2;14905;Уходит
0;0;4,34;Нет;Бесплатный;CC;52;Мужской;Одинокий;1;29870;Уходит
15,51;0;5,1;Нет;Бюджетный;CC;46;Мужской;Женат;0;34805,5;Остается
11,03;0;34,28;Нет;Бюджетный;CC;87;Женский;Одинокий;2;3776,12;Уходит
8,28;0;7,92;Да;Бюджетный;Auto;78;Мужской;Женат;2;92731,3;Остается
29,54;0;98,26;Нет;Бюджетный;CC;50;Мужской;Одинокий;2;86905,4;Остается
9,65;0;158,34;Да;Бесплатный;CC;46;Мужской;Одинокий;1;11416,7;Остается
0;0;4,89;Нет;Бесплатный;CC;84;Мужской;Женат;0;20159,5;Уходит
9,56;0;150,24;Нет;Бюджетный;CC;65;Женский;Женат;0;58345,8;Уходит
15,26;0;99,36;Нет;Бюджетный;Auto;27;Мужской;Женат;2;50290,7;Остается
14,72;0;11,55;Нет;Бесплатный;CC;76;Женский;Женат;1;87797,5;Уходит
13,86;0;18,82;Да;Бюджетный;CC;26;Мужской;Одинокий;1;76074,1;Остается
8,51;0;71,08;Нет;Бюджетный;CH;24;Женский;Женат;1;15041,2;Уходит
20,13;0;92,63;Да;Бесплатный;CC;56;Мужской;Одинокий;2;86258,6;Остается
21,6;0;21,47;Да;Бюджетный;CH;28;Женский;Одинокий;2;39223,2;Уходит
26;0;9,95;Нет;Бюджетный;CC;63;Мужской;Женат;0;50290,7;Остается
11;0;87,13;Нет;Бюджетный;CC;42;Мужской;Женат;0;69463,1;Остается
21,79;0;26,08;Да;Бесплатный;Auto;21;Мужской;Женат;0;63671,3;Остается
8,86;0;72,1;Нет;Бюджетный;CC;92;Мужской;Одинокий;2;8014,59;Остается
8,48;0;28,84;Нет;Бюджетный;CH;72;Женский;Женат;1;90912,8;Уходит
0;0;0,7;Нет;Бесплатный;CC;38;Женский;Женат;0;87920,5;Уходит
5,38;8,83;33,59;Нет;Бюджетный;Auto;70;Мужской;Одинокий;2;66649,2;Остается
13,42;1,26;13,13;Нет;Бесплатный;CC;21;Женский;Женат;2;585,73;Уходит
17,41;0;28,13;Нет;Бюджетный;CC;62;Мужской;Женат;0;50676;Остается
2,19;2,78;46,72;Нет;Бесплатный;CH;86;Женский;Женат;1;53357,9;Уходит
12,05;0;13,32;Нет;Бесплатный;Auto;52;Женский;Одинокий;0;44497,3;Уходит
28,8;0;142,43;Да;Бесплатный;CC;73;Женский;Одинокий;0;92405,9;Остается
16,54;0;143,32;Нет;Бесплатный;CH;80;Мужской;Женат;1;73152;Остается
14,71;0;42,14;Да;Бесплатный;CC;27;Мужской;Женат;1;23234,8;Остается
25,52;0;102,53;Да;Бесплатный;CC;50;Мужской;Женат;0;73210,8;Остается
14,82;0;99,52;Нет;Бюджетный;CH;83;Мужской;Одинокий;1;65867,1;Остается
8,67;0;10,3;Нет;Бесплатный;Auto;55;Мужской;Одинокий;0;30751,8;Остается
12,51;0;68,02;Нет;Бесплатный;CC;84;Мужской;Женат;0;88164;Остается
20,18;9,16;46,26;Нет;Бюджетный;Auto;38;Мужской;Женат;2;52989,2;Уходит
0;0;4,8;Да;Бюджетный;Auto;74;Женский;Женат;2;98538,2;Уходит
11,81;0,64;5,74;Нет;Бесплатный;CC;97;Мужской;Женат;0;96223,4;Остается
16,37;0;7,01;Нет;Бюджетный;CH;97;Женский;Женат;1;51261,9;Уходит
1,47;0;43,98;Нет;Бюджетный;CC;43;Женский;Одинокий;1;86252,8;Уходит
0;0;3,47;Да;Бесплатный;CC;65;Женский;Одинокий;2;85048,1;Уходит
21,48;0;60,38;Нет;Бюджетный;Auto;89;Мужской;Одинокий;1;73965,2;Остается
27,45;0;8,16;Нет;Бюджетный;CC;20;Мужской;Одинокий;1;87491;Остается
24,05;0;17,7;Нет;Бесплатный;CH;78;Женский;Одинокий;1;88990,6;Уходит
8,51;0;71,08;Нет;Бюджетный;CH;24;Женский;Женат;1;15041,2;Уходит
22,29;0;16,96;Нет;Бесплатный;CC;74;Женский;Одинокий;0;94582,3;Уходит
5,99;7,96;85,21;Нет;Бесплатный;CC;42;Мужской;Женат;0;4324,22;Уходит
1,72;0;116,14;Нет;Бюджетный;Auto;34;Мужской;Одинокий;2;60095,2;Остается
25,42;0;97,38;Да;Бесплатный;CC;33;Женский;Женат;1;82190,5;Остается
26,86;0;213,18;Нет;Бесплатный;CC;86;Мужской;Женат;2;78801,2;Остается
26,3;0;7,62;Нет;Бесплатный;CC;89;Мужской;Одинокий;2;30059,6;Остается
23,41;0;85,22;Да;Бесплатный;CH;89;Мужской;Одинокий;0;51669;Остается
15,09;0;56,9;Нет;Бесплатный;Auto;19;Женский;Женат;0;68987,5;Остается
19,26;0;52,78;Нет;Бесплатный;CC;30;Женский;Женат;1;17866,9;Остается
22,29;0;16,96;Нет;Бесплатный;CC;74;Женский;Одинокий;0;94582,3;Уходит
0;0;0,46;Нет;Бесплатный;CH;77;Женский;Одинокий;0;36434,3;Уходит
24;0;61,28;Нет;Бюджетный;CH;96;Мужской;Женат;1;50290,7;Остается
27,11;0;6;Да;Бюджетный;CH;47;Женский;Женат;2;56816,4;Уходит
25,29;0;46,73;Нет;Бесплатный;CH;84;Женский;Женат;0;87840,6;Уходит
13,12;0;43,96;Нет;Бюджетный;CC;75;Женский;Женат;0;16814,1;Остается
12,86;0;18,73;Нет;Бюджетный;CC;45;Женский;Женат;0;59008,4;Остается
14,4;0;20,97;Нет;Бюджетный;CC;49;Женский;Женат;2;48334,1;Уходит
10,29;4,83;13,89;Да;Бюджетный;Auto;55;Женский;Женат;0;25080,6;Уходит
9,39;0;38,97;Нет;Бюджетный;CC;65;Мужской;Одинокий;1;57626,9;Остается
5,18;5,64;112,81;Нет;Бесплатный;CH;34;Женский;Женат;1;73098,7;Уходит
24,05;0;17,7;Нет;Бесплатный;CH;78;Женский;Одинокий;1;88990,6;Уходит
0;0;4,03;Нет;Бюджетный;CC;57;Мужской;Одинокий;0;96412,1;Уходит
2,05;0;98,62;Да;Бюджетный;CH;63;Мужской;Одинокий;2;16472,4;Остается
7,68;0;22,61;Нет;Бесплатный;CC;57;Мужской;Женат;1;57272,7;Остается
27,56;0;212,36;Нет;Бюджетный;Auto;65;Мужской;Одинокий;1;11520,3;Остается
4,79;0;39,76;Нет;Бесплатный;CH;79;Женский;Одинокий;0;77644,1;Остается
15,75;0;71,43;Нет;Бесплатный;CH;82;Мужской;Женат;0;40551;Остается
5,39;0;91,07;Нет;Бесплатный;Auto;94;Женский;Женат;1;66755,6;Уходит
10,89;0;26,75;Нет;Бесплатный;CH;58;Мужской;Женат;0;88811;Остается
15,62;0;13,69;Да;Бюджетный;CC;60;Мужской;Женат;0;35125;Остается
8,46;0;116,25;Нет;Бюджетный;Auto;94;Мужской;Женат;0;87630,5;Остается
27,04;0,91;14,64;Да;Бесплатный;Auto;91;Мужской;Женат;0;17527,3;Остается
21,69;3,46;17,38;Нет;Бесплатный;CC;93;Мужской;Женат;1;76511,3;Уходит
4,28;0;76,62;Нет;Бюджетный;CC;25;Женский;Одинокий;2;61463,7;Остается
24,03;0;10,38;Нет;Бесплатный;CC;34;Мужской;Одинокий;0;50290,7;Остается
5,01;7,92;24,42;Да;Бюджетный;Auto;72;Мужской;Одинокий;0;22150,8;Остается
23,13;0;21,7;Нет;Бесплатный;CC;85;Мужской;Одинокий;2;96929,8;Остается
4,23;0;114,26;Да;Бесплатный;CH;34;Женский;Женат;2;16616,3;Остается
11,06;0;30,23;Нет;Бюджетный;CC;29;Мужской;Женат;1;69294,7;Остается
1,32;0;11,25;Да;Бюджетный;Auto;64;Женский;Женат;1;45682,8;Остается
15,33;0;5,12;Нет;Бюджетный;CH;26;Мужской;Одинокий;2;8172,8;Остается
19,33;0;12,21;Да;Бюджетный;CC;34;Женский;Женат;0;32657,7;Остается
19,65;0;7,98;Нет;Бюджетный;CC;48;Женский;Одинокий;1;79129,2;Уходит
6,35;0;19,74;Да;Бюджетный;CH;53;Мужской;Женат;0;50622,9;Остается
19,71;0;28,71;Нет;Бюджетный;CC;60;Мужской;Одинокий;0;67477;Остается
1,76;0;72,56;Да;Бесплатный;CC;47;Мужской;Женат;0;84743,7;Остается
29,36;0;13,79;Да;Бесплатный;CH;40;Мужской;Одинокий;2;33373,9;Остается
6,2;0;41,75;Нет;Бесплатный;Auto;52;Женский;Женат;1;24943;Уходит
10,32;0;22,48;Нет;Бюджетный;CC;82;Женский;Женат;2;72092,3;Уходит
21,08;9,42;6,38;Да;Бюджетный;CH;55;Мужской;Одинокий;2;50050,5;Уходит
26,46;9,24;53,78;Нет;Бесплатный;CC;25;Женский;Женат;0;98433,8;Уходит
1,68;0;89,08;Нет;Бесплатный;CC;74;Женский;Одинокий;2;25754,9;Остается
28,58;0;91,57;Нет;Бюджетный;CC;75;Мужской;Женат;0;47131,5;Остается
14,6;0;94,36;Нет;Бесплатный;CH;40;Мужской;Одинокий;0;67823,5;Остается
4,05;1,16;93,47;Да;Бесплатный;CC;65;Женский;Одинокий;0;35219,6;Уходит
0;0;1,41;Нет;Бесплатный;CC;84;Женский;Одинокий;0;50290,7;Уходит
3,72;0;36,5;Да;Бесплатный;CC;61;Мужской;Одинокий;0;72385,9;Остается
23,49;0;41,39;Да;Бюджетный;CC;60;Мужской;Женат;0;20953,2;Остается
18,57;0;42,9;Нет;Бюджетный;CC;65;Мужской;Женат;0;50290,7;Остается
11,97;0;30,63;Да;Бюджетный;Auto;61;Мужской;Женат;0;95132,7;Остается
0;0;4,83;Нет;Бесплатный;CC;59;Мужской;Одинокий;0;60111,8;Уходит
12,05;0;13,32;Нет;Бесплатный;Auto;52;Женский;Одинокий;0;44497,3;Уходит
9,37;0;25,15;Нет;Бесплатный;Auto;63;Мужской;Женат;2;60644,3;Остается
0,77;0;5,72;Нет;Бесплатный;Auto;84;Женский;Женат;2;5936,48;Уходит
6,3;0;60,52;Нет;Бюджетный;CC;46;Мужской;Одинокий;1;55634,8;Остается
14,6;0;41,66;Да;Бюджетный;CC;33;Мужской;Женат;0;28000,4;Остается
0;0;0,7;Нет;Бесплатный;CC;38;Женский;Женат;0;87920,5;Уходит
29,86;0;25,83;Нет;Бесплатный;CC;27;Женский;Женат;1;83682,9;Остается
14,48;0;53,38;Нет;Бесплатный;CH;23;Мужской;Одинокий;0;12686,9;Уходит
16,47;1,53;90,45;Нет;Бюджетный;CH;53;Мужской;Женат;1;34317,6;Уходит
14,77;0;63,9;Нет;Бесплатный;CC;56;Женский;Женат;0;58641,2;Остается
20,24;0;75,84;Нет;Бесплатный;Auto;52;Мужской;Одинокий;2;37480,8;Остается
21,44;0;38,82;Нет;Бюджетный;CC;71;Мужской;Женат;0;51195,5;Остается
0;0;4,11;Да;Бесплатный;CH;79;Женский;Одинокий;1;38777,7;Уходит
21,4;0;14,45;Нет;Бюджетный;CH;32;Мужской;Женат;0;38038,7;Остается
17,35;0;95,97;Да;Бюджетный;CC;93;Женский;Женат;1;20013,2;Остается
12,29;5,13;88,64;Нет;Бюджетный;Auto;73;Женский;Женат;0;61438,2;Уходит
0;0;0,72;Нет;Бесплатный;CH;67;Женский;Женат;0;87765,2;Уходит
27,62;6,71;35,01;Нет;Бюджетный;Auto;81;Женский;Одинокий;2;87872,9;Уходит
1,64;0;5,92;Нет;Бюджетный;CH;40;Мужской;Одинокий;1;66296,1;Остается
21,33;0;35,85;Нет;Бюджетный;CC;21;Женский;Женат;2;30763,8;Уходит
18,55;0;52,8;Нет;Бесплатный;CC;61;Женский;Одинокий;1;32533,9;Уходит
0;0;4,83;Нет;Бесплатный;CC;66;Женский;Женат;2;91649,1;Уходит
23,31;0;83,5;Нет;Бесплатный;CC;59;Мужской;Одинокий;0;33912,4;Остается
1,49;0;86,03;Нет;Бюджетный;Auto;89;Женский;Одинокий;0;63092,2;Уходит
0;0;3,6;Да;Бюджетный;Auto;23;Мужской;Одинокий;0;22475,5;Уходит
15,27;0;29,48;Нет;Бюджетный;CC;43;Женский;Одинокий;1;77021,7;Уходит
6,42;0;145,39;Да;Бесплатный;CH;61;Мужской;Женат;0;41063,6;Остается
11,83;1,21;50,94;Нет;Бесплатный;CC;86;Женский;Женат;0;31242,1;Уходит
18,57;0;79,05;Нет;Бесплатный;CH;94;Мужской;Одинокий;0;79690,8;Остается
24,66;0;32,34;Нет;Бесплатный;CC;61;Мужской;Одинокий;0;77920,8;Остается
28;5,33;16,28;Нет;Бесплатный;CH;18;Женский;Женат;0;28770,9;Уходит
23,62;0;84,73;Нет;Бесплатный;CC;29;Мужской;Женат;2;21288,3;Уходит
6,63;0;18,26;Нет;Бесплатный;CC;39;Женский;Одинокий;2;83996,9;Остается
20,57;3,27;23,34;Нет;Бюджетный;CC;18;Женский;Женат;1;9925,68;Уходит
29,23;0;450,62;Нет;Бесплатный;CH;78;Женский;Одинокий;2;72800,9;Уходит
24,84;0;81,98;Нет;Бесплатный;CH;44;Женский;Женат;2;92285,4;Остается
0;0;2,77;Нет;Бесплатный;CC;55;Женский;Женат;1;26340,7;Уходит
14,15;0;76,27;Да;Бюджетный;CC;86;Мужской;Женат;1;12713,3;Остается
2,05;0;98,62;Да;Бюджетный;CH;63;Мужской;Одинокий;2;16472,4;Остается
4,72;0;57,77;Нет;Бесплатный;Auto;23;Женский;Одинокий;2;8383,47;Уходит
21,79;0;26,08;Да;Бесплатный;Auto;21;Мужской;Женат;0;63671,3;Остается
22,44;0;107,18;Нет;Бюджетный;CH;25;Мужской;Женат;2;40774,2;Остается
24;0;61,28;Нет;Бюджетный;CH;96;Мужской;Женат;1;50290,7;Остается
3,52;0;49,65;Да;Бюджетный;CC;58;Женский;Одинокий;1;53357,4;Остается
13,24;0;81,58;Да;Бесплатный;CC;96;Мужской;Одинокий;2;57814,5;Остается
7,39;0;6,8;Нет;Бесплатный;CC;52;Женский;Одинокий;0;52963,3;Уходит
17,66;0;71,07;Нет;Бесплатный;CC;53;Женский;Одинокий;0;95584,5;Остается
28,92;0;28,71;Нет;Бюджетный;Auto;76;Мужской;Женат;2;24855,7;Остается
14,74;0;35,78;Нет;Бюджетный;Auto;77;Мужской;Женат;0;31852,4;Остается
6,9;0;39,21;Нет;Бюджетный;Auto;83;Женский;Одинокий;1;28796,4;Остается
6,95;0;43,76;Да;Бюджетный;CH;94;Мужской;Одинокий;2;14309,1;Остается
27,97;0;58,09;Нет;Бюджетный;Auto;62;Женский;Одинокий;2;28787,4;Остается
8,21;0;126,69;Нет;Бюджетный;Auto;42;Женский;Одинокий;1;86021,7;Уходит
2,96;3,3;73,32;Да;Бюджетный;Auto;41;Женский;Одинокий;2;48271,8;Уходит
22,16;0,09;54,8;Нет;Бюджетный;CC;41;Мужской;Одинокий;0;85804,3;Остается
3,72;0;36,5;Да;Бесплатный;CC;61;Мужской;Одинокий;0;72385,9;Остается
29,27;6,33;109,86;Нет;Бесплатный;CH;29;Мужской;Одинокий;0;18861,6;Уходит
0;0;1,19;Да;Бесплатный;CC;48;Женский;Одинокий;2;60908,1;Уходит
20,32;0;90,7;Нет;Бюджетный;CH;22;Женский;Одинокий;2;80571,6;Остается
0;0;4,02;Нет;Бесплатный;CC;18;Женский;Женат;1;67112,7;Остается
1,26;0;103,46;Нет;Бесплатный;CC;82;Женский;Одинокий;0;8604,64;Уходит
2,5;0;31,99;Нет;Бесплатный;Auto;67;Мужской;Женат;0;26369,2;Остается
8,79;0;23,94;Нет;Бюджетный;Auto;62;Мужской;Одинокий;2;10219;Остается
7,71;4,56;43,21;Нет;Бесплатный;CC;74;Мужской;Женат;2;70908,7;Уходит
10,95;0;18,56;Нет;Бюджетный;Auto;59;Женский;Одинокий;0;41624,7;Уходит
0;0;0,44;Нет;Бюджетный;CC;67;Мужской;Женат;1;32363,9;Уходит
28,24;0;139,13;Нет;Бюджетный;CC;91;Женский;Одинокий;0;48262,4;Уходит
25,48;0;21,37;Нет;Бюджетный;CC;33;Женский;Женат;2;28746,8;Остается
12,56;0;73,29;Нет;Бюджетный;CH;69;Женский;Одинокий;2;67773,9;Остается
22,3;0;15,58;Нет;Бюджетный;CC;19;Женский;Женат;0;26619,8;Уходит
4,8;8;13,25;Нет;Бюджетный;CC;74;Мужской;Женат;1;60933,9;Уходит
6,67;0;77,25;Нет;Бесплатный;Auto;54;Мужской;Женат;2;11676,2;Остается
22,69;0;74,9;Нет;Бюджетный;CC;77;Женский;Одинокий;0;70460,3;Уходит
